Date / Time,City,State,Shape,Duration,Summary,Posted,Date of Sighting,Time of Sighting,Meridian,,
3/29/02 0:20,Coombs (Canada),BC,Circle,10min,"i live in the woods so there are no other lights around, plus tonite is overcast so there were no stars in the sky or no moon, I was ta",4/8/02,3/29/02,12:20:00,AM,,
3/28/02 1:35,Hamden,CT,Circle,about 2 seconds,Fast moving large bright object seen over south central Connecticut at 1:35 AM on 3-28-02.,4/8/02,3/28/02,1:35:00,AM,,
3/26/02 23:30,Borger,TX,Circle,10 seconds,"Saw flying object travel very quickly, stop, then accelerate again",4/8/02,3/26/02,11:30:00,PM,,
3/23/02 17:06,Gilbert (ene of),AZ,Circle,5 minutes,"Large daytime starlike craft videotaped for over three minutes north of Gilbert, Az.",4/8/02,3/23/02,5:06:00,PM,,
3/23/02 2:32,Nashville (near),TN,Circle,5 minutes,"I was driving home from Missouri to Florida..near Nashville, TN at 2:32 in the morning, I saw a large circular craft in the sky. At fir",4/8/02,3/23/02,2:32:00,AM,,
3/21/02 17:35,Belleville,MI,Circle,10 seconds,small circular silverish object in sky doing small circles in sky not like any airplane could do as fast and small of circle,4/8/02,3/21/02,5:35:00,PM,,
3/21/02 3:04,Greenwich (UK/England),,Circle,10 Min,Circular Silver craft noted above the horizon. The UFO shot directly up into the clouds. The objcet emitted an orange flame as it inc,10/27/04,3/21/02,3:04:00,AM,,
3/20/02 20:50,Phoenix,AZ,Circle,1MIN,The object was traveling at high speed from the south heading north then made a sharp turn upward and disappeared (yikes),4/8/02,3/20/02,8:50:00,PM,,
3/15/02 19:15,Glendale,AZ,Circle,1 minute,"Lighted object vaporized in a cloud of ""fog"" before my eyes.",3/19/02,3/15/02,7:15:00,PM,,
3/15/02 18:00,Las Vegas,NV,Circle,3-4 minutes,white light in a cloud like form (but no clouds) moving slowly East and than disinigrated,4/8/02,3/15/02,6:00:00,PM,,
3/14/02 0:00,Hartland,ME,Circle,APX 30 MIN,BIG AND BRIGHT,5/14/02,3/14/02,12:00:00,AM,,
3/13/02 20:00,Gila Bend,AZ,Circle,20 min,sUSPICIOUS ACTIVITY IN THE SKY.,3/19/02,3/13/02,8:00:00,PM,,
3/11/02 0:00,Rialto,CA,Circle,1-9 minutes,they changed color.,5/29/11,3/11/02,12:00:00,AM,,
3/10/02 0:00,Las Vegas,NV,Circle,1 hour,TEN OBJECT'S SEEN BY ME AND MY CREW OF NINE AND IT'S REAL!!!!!!!!!!!!!!!!!!!!!!!,3/19/02,3/10/02,12:00:00,AM,,
3/10/02 20:04,Patra (Greece),,Circle,5 sec each one,UNIQUE OCCURRENCE ! ! !,10/28/02,3/10/02,8:04:00,PM,,
3/7/02 18:00,Dublin,NC,Circle,20 minutes,glowball baffles locals,5/14/02,3/7/02,6:00:00,PM,,
3/7/02 7:40,Tempe/Phoenix (city line),AZ,Circle,45 to 60 second,Moving White DOT near Phoenix Sky Harbor Int. Airport,3/19/02,3/7/02,7:40:00,AM,,
2/28/02 20:45,Victoria (Canada),BC,Circle,less then one min,White light,3/19/02,2/28/02,8:45:00,PM,,
2/28/02 20:00,Dumfries (UK/Scotland),,Circle,unknown,bright orange lights in the sky,3/19/02,2/28/02,8:00:00,PM,,
2/21/02 23:48,Copiague,NY,Circle,Few Seconds,"small blinking circle, move east at high speed, stoped then went west and disapeared",3/19/02,2/21/02,11:48:00,PM,,
2/19/02 1:00,Elcho,WI,Circle,aprox. 1 hr,"My mother came into my room,told me to look out the window, East, a cluster of lights( 4or 5) went from N to S in the distance above th",3/11/06,2/19/02,1:00:00,AM,,
2/17/02 22:30,Calgary (Canada),AB,Circle,1-2 Minutes,I looked out my window and there was a dancing circular object which then dissapered.,2/5/03,2/17/02,10:30:00,PM,,
2/16/02 20:30,Bee Branch,AR,Circle,2hours,"SIGHTED A BRIGHT OBJECT DUE SOUTH FROM CENTRAL ARK.AT 8-10 DEG. APPEARED TO ROTATE AND CHANGE COLORS IN SEQ. LIKE SPECTRUM, LASTED 2HR",2/22/02,2/16/02,8:30:00,PM,,
2/15/02 23:00,Slatington,PA,Circle,7 minutes,A mysterious light moved slowly and changed color going in a straight line without going up or down an inch.,12/19/03,2/15/02,11:00:00,PM,,
2/15/02 20:30,Pinehurst,TX,Circle,???,3 objects then 4th one apeared in the middle of them all.,5/14/02,2/15/02,8:30:00,PM,,
2/15/02 19:00,New Port Richey,FL,Circle,5 to 10 mins,"FEB 15, 2002 WE SAW A LARGE ROUND CRAFT THAT HOVERD 1 MILE FROM MY HOME FOR ABOUT 5 TO 10 MINS",5/28/05,2/15/02,7:00:00,PM,,
2/14/02 19:15,Merlin,OR,Circle,20 min,strange light that changed all colors in the sky,3/19/02,2/14/02,7:15:00,PM,,
2/12/02 18:56,Torhout (Belgium),,Circle,10 sec,Green light ship,2/22/02,2/12/02,6:56:00,PM,,
2/9/02 23:20,San Diego,CA,Circle,10 minutes,"Large, burning ball spotted drifting in the sky above San Diego on Feb. 9, 2002",2/22/02,2/9/02,11:20:00,PM,,
2/6/02 23:10,London (UK/England),,Circle,3 seconds,"3 orange-red round objects above House of Parliament, London, England",2/22/02,2/6/02,11:10:00,PM,,
2/4/02 21:18,Okeechobee,FL,Circle,,there were 4 circular shaped objects hoovering in the sky. 3 of 4 were in a stair formation and the 4 was off to the side. The color of,2/22/02,2/4/02,9:18:00,PM,,
2/4/02 18:00,Downey,CA,Circle,5 minutes,"1 light, joined by two more form triangle and perform some formations, before disappearing and flying away in a pattern.",2/22/02,2/4/02,6:00:00,PM,,
2/3/02 4:00,Baltimore,MD,Circle,22 seconds,large round bright object fast moving on camera,2/22/02,2/3/02,4:00:00,AM,,
2/2/02 23:40,Urbana,IL,Circle,5-7 minutes,"approximately 11 bright orange objects sighted travelling SW to NE at 23:40 on 02/02/02 in Urbana, IL.",2/22/02,2/2/02,11:40:00,PM,,
2/2/02 6:05,Eau claire,WI,Circle,3 minutes,circlure object with very bright lights.,2/22/02,2/2/02,6:05:00,AM,,
1/30/02 21:50,Fortuna,CA,Circle,15 minutes,"Bright orange object once again seen over Fortuna, CA",2/22/02,1/30/02,9:50:00,PM,,
1/28/02 23:03,Jacksonville,FL,Circle,1min.30sec.,Bright red light in the sky turns into U.F.O. with circular shape and rotating lights.,2/22/02,1/28/02,11:03:00,PM,,
1/28/02 18:45,Sumner,GA,Circle,still there for now,BRIGHT FLASHING LIGHTS ON A CIRCLE FORM IN ONE LOCATION FOR OVER AN HOUR,2/22/02,1/28/02,6:45:00,PM,,
1/27/02 20:30,Chiclana (Spain),,Circle,6 seconds,the big cricle light,2/22/02,1/27/02,8:30:00,PM,,
1/27/02 14:00,Springfield,VA,Circle,30 minutes,5-6 Round Silvery Objects at 40K feet and Rocket Like Objects,2/22/02,1/27/02,2:00:00,PM,,
1/26/02 21:45,Cape Girardeau,MO,Circle,1 minute,"Circular object appears to ""float"" over city",2/22/02,1/26/02,9:45:00,PM,,
1/26/02 3:50,Kahana Beach,HI,Circle,20-25 seconds,A round or spherical light that was blue-green moved rapidly across the surface of the ocean.,1/29/02,1/26/02,3:50:00,AM,,
1/25/02 22:00,St. Catharines (Canada),ON,Circle,8 seconds,Three red dots weaving,9/19/02,1/25/02,10:00:00,PM,,
1/24/02 20:30,Claymont,DE,Circle,5 minutes,We were leaving a friends house to go home. When we went out the door my son said Mom there's the big dipper as I looked up a group o,3/21/03,1/24/02,8:30:00,PM,,
1/23/02 14:00,Swan Hills (Canada),AB,Circle,10 minutes,UFO remains fixed in the sky as commercial jets fly above it.,9/6/02,1/23/02,2:00:00,PM,,
1/22/02 3:50,Kahana Beach,HI,Circle,15 seconds,We saw a round or spherical object of a bright blue-green moving north just above the surface of the sea.,1/29/02,1/22/02,3:50:00,AM,,
1/21/02 23:35,Kirkland,WA,Circle,5 seconds,A circular ball of extremely bright white and red light was sighted moving from southeast to northwest at a rapid rate of speed. Objec,1/29/02,1/21/02,11:35:00,PM,,
1/21/02 18:00,Cisco (Just before),TX,Circle,a few seconds,"A red light hovered and vanished in the sky just outside of Cisco, TX at aprox. 6:55 pm.",1/29/02,1/21/02,6:00:00,PM,,
1/19/02 6:00,Norwich (East England) (UK/England),,Circle,10 mins,colored lights rotating round a centre white light,1/29/02,1/19/02,6:00:00,AM,,
1/17/02 16:00,Swinnomish Channel,WA,Circle,four minutes,"Ball of light had bow tie shaped babies, That went over oil refinery. The babies retured to ball and it disappeared.",8/16/02,1/17/02,4:00:00,PM,,
1/15/02 22:30,"Gosport, Hants (UK/England)",,Circle,,"i was letting my dogs out in the back garden at 2230 ,looking at the 7 sisters when 2 dim lights caught my eye traverling to fast to be",1/29/02,1/15/02,10:30:00,PM,,
1/11/02 18:30,New York City (Manhattan),NY,Circle,dont know,"11/01/02 new york, saucer shaped object captured on film. posted 06-10-03",10/7/03,1/11/02,6:30:00,PM,,
1/11/02,Lousa (Portugal),,Circle,7seconds,The objet was round and white luminous fliying at a speed a bit faster than a plane i saw it from a distance of 3Km (it's the distance,11/16/02,1/11/02,,,,
1/10/02 17:30,Upper Darby,PA,Circle,0:10,Bright white round light decending in the sky at rush hour in Suburban Phila. Near Auto Accident.,1/29/02,1/10/02,5:30:00,PM,,
1/10/02 17:25,Nottingham (UK/England),,Circle,3 seconds,A blue/green round object that moved very fast but silently left to right from one cloud across a gap in sky to next cloud,1/29/02,1/10/02,5:25:00,PM,,
1/9/02 3:00,White,GA,Circle,1:50,"round spinningobject flashing white,red,green lights. Did not move for 2 hrs. then in 10 minutes went behind tree line&gone",1/11/02,1/9/02,3:00:00,AM,,
1/9/02 0:15,Rutherford,NJ,Circle,5 mins,UFO sighting in North Jersey,1/11/02,1/9/02,12:15:00,AM,,
1/7/02 23:30,Santiago (Chile),,Circle,1 minute,Circular object of very brilliant orange color in the nearby sky to the Andes mountains,1/29/02,1/7/02,11:30:00,PM,,
1/7/02 21:03,Turlock,CA,Circle,10 seconds,"5 White luminescent objects were seen in single file, equally spaced, East to West path and covered 115 degrees of sky in 10 seconds.",1/11/02,1/7/02,9:03:00,PM,,
1/3/02 21:00,Mt. Morris,MI,Circle,5 min.,We were walking into our house and in the northwestwest sky we observed a circular orange color mass with flames that appeared to be fl,1/11/02,1/3/02,9:00:00,PM,,
1/1/02 0:10,Tijuana (Mexico),,Circle,35 min,"Object was red,round and no sound flew for awhile the went in to the sky and vanished",1/11/02,1/1/02,12:10:00,AM,,
12/31/01 15:00,Dallas,TX,Circle,several minutes,"Perfect Circle UFO Spotted at 30,000 Feet",1/11/02,12/31/01,3:00:00,PM,,
12/28/01 1:30,Langhorne,PA,Circle,continous,Red and blue circluar shaped object with white flashing light in the center.,1/11/02,12/28/01,1:30:00,AM,,
12/23/01 22:30,Bradenton,FL,Circle,2 minuts,A round orange lite.,8/16/02,12/23/01,10:30:00,PM,,
12/21/01 20:30,Camden,NY,Circle,3 Minutes,"Bright, motionless, Orange Circle decended very fast vertically towards the ground behind the tree line.",1/11/02,12/21/01,8:30:00,PM,,
12/21/01 3:00,Hamilton (Canada),ON,Circle,15 min,large object stationary far above chimney of recyling plant drawing up smoke covering the bottom of craft with no sounds,4/27/04,12/21/01,3:00:00,AM,,
12/20/01 23:30,Downey,CA,Circle,15 min,Slow moving bright white circular craft moving from Long Beach CA . to LAX with bright scanning light pointing upward.,1/11/02,12/20/01,11:30:00,PM,,
12/20/01 19:30,Aneta (by/near),ND,Circle,15 seconds,Coming from Grand Forks going west on highway 15. We were looking at Christmas lights when we noticed 5 white lights to the south of us,1/11/02,12/20/01,7:30:00,PM,,
12/19/01 18:45,Winnipeg (Canada),MB,Circle,15 seconds,Red circular object changes colour and speeds up and changes direction slightly.,1/11/02,12/19/01,6:45:00,PM,,
12/18/01 5:00,New York City (Queens),NY,Circle,,A bright low humming circle.,7/1/02,12/18/01,5:00:00,AM,,
12/14/01 11:30,Santa Ana,CA,Circle,approxamatly 20 seconds,I saw a rouned craft gliding across the sky over the mountains in Southern California.,1/11/02,12/14/01,11:30:00,AM,,
12/12/01 21:45,Helena,AL,Circle,,At 9:45pm my wife and i was watching tv then our grandmothers phones us and asked us if we had seen the star in the sky when we went ou,1/11/02,12/12/01,9:45:00,PM,,
12/9/01 21:30,Wexford (Republic of Ireland),,Circle,30 sec,??,1/11/02,12/9/01,9:30:00,PM,,
12/1/01 23:00,Highlands,NJ,Circle,15 minutes,"several strange lights and crafts over the Atlantic Ocean, red in color that bounced up and down.",1/11/02,12/1/01,11:00:00,PM,,
12/1/01 22:45,Siloam Springs,AR,Circle,5 seconds?,"11/01/2001-10:45pm Two blue green light trailed by fire or light, travelling north.",12/5/01,12/1/01,10:45:00,PM,,
11/30/01 23:30,PA/NY,PA,Circle,2 hours,Mysterious circle made of clouds around the moon,12/5/01,11/30/01,11:30:00,PM,,
11/28/01 18:00,Anaheim,CA,Circle,20 sec,dim light mocing oddly,5/14/02,11/28/01,6:00:00,PM,,
11/25/01 20:00,Bramptom,MI,Circle,several minutes,Wife and I in our hot tub waking to a disc shaped object and flashing light,10/31/03,11/25/01,8:00:00,PM,,
11/25/01 16:00,Milford,OH,Circle,15 seconds,Giant black aerobie floats over SW Ohio!,4/25/02,11/25/01,4:00:00,PM,,
11/24/01 20:00,"Bicester, Oxfordshire (UK/England)",,Circle,1 minute,STATIONARY CIRCLE OF 12 EQUIDISTANT WHITE LIGHTS.,12/5/01,11/24/01,8:00:00,PM,,
11/24/01 13:15,Van Nuys,CA,Circle,3 minuts,"background of sky - deep blue Too high maybe over 60,000 fts or more",12/5/01,11/24/01,1:15:00,PM,,
11/22/01 18:25,Revelstoke (Canada),BC,Circle,few sec.,"Blinking, rotating lights above traintrack of Revelstoke city",12/5/01,11/22/01,6:25:00,PM,,
11/21/01 5:50,Chatham (Canada),ON,Circle,7-8 sec.,"Orange disks over southern Ontario, Canada",12/5/01,11/21/01,5:50:00,AM,,
11/20/01 23:00,Bel Air,MD,Circle,seconds,"Round turquise, blue white disc hopping across the sky like a skipping stone.",12/5/01,11/20/01,11:00:00,PM,,
11/20/01 14:00,George (South Africa),,Circle,10 min,"Silver objects moving across the sky in South Africa, George",8/27/09,11/20/01,2:00:00,PM,,
11/19/01 1:30,Bangkok (Thailand),,Circle,15 seconds,"Round glowing circular object moving very fast toward western over Bangkok sky in Thailand. High altitude, very rapidly moving lights.",11/20/01,11/19/01,1:30:00,AM,,
11/18/01 22:00,Bradenton,FL,Circle,,Almost midnight I was out with my friend. I looked up over the trees and saw a big round orange lite slower than a sooting star but fas,8/16/02,11/18/01,10:00:00,PM,,
11/18/01 21:00,Omaha,NE,Circle,20 minutes,I was not drinking or anything I know what I saw,12/5/01,11/18/01,9:00:00,PM,,
11/18/01 4:30,Charlotte,NC,Circle,3 minutes,Flying objects seen while watching Leonid meteor shower,12/5/01,11/18/01,4:30:00,AM,,
11/18/01 4:30,West Grove,PA,Circle,ten seconds,"Craft were in a ""V"" formation at 10,000 feet, and 3 timesw the speed of an airliner.",11/20/01,11/18/01,4:30:00,AM,,
11/18/01 4:15,Geneva,NY,Circle,4-5 seconds,Circular craft during the Leonid Meteor Storm,12/5/01,11/18/01,4:15:00,AM,,
11/18/01 2:30,Seattle,WA,Circle,90 seconds,"Two yellow-amber spheres; one disappeared slowly, the other changed direction, stopped, & vanished.",11/20/01,11/18/01,2:30:00,AM,,
11/18/01 1:00,Modesto,CA,Circle,30 min.,"known about this object for about 35 years and finally got a picture. you need to see before you beleive it. the sound couldn""t be hear",5/2/03,11/18/01,1:00:00,AM,,
11/18/01 0:01,Modesto,CA,Circle,4,I wanted to photograph comets on 11/18/01 and put my camera on a star that has meany times showed me pictures. I filmed for 3hrs and lo,3/19/02,11/18/01,12:01:00,AM,,
11/17/01 12:00,Tacoma,WA,Circle,10 minutes,The object emitted other objects,12/5/01,11/17/01,12:00:00,PM,,
11/14/01 12:00,Los Angeles,CA,Circle,10 seconds,Round metalic object over Los Angeles which disappeared after several seconds,11/20/01,11/14/01,12:00:00,PM,,
11/13/01 21:15,Philiadelphia,MS,Circle,past 45 min,"a bright colored lite appeard in the sky, to the left of the big dipper/ It would change colors and had bright flashes of light behind",11/20/01,11/13/01,9:15:00,PM,,
11/10/01 21:35,Sulphur,OK,Circle,approx. 2 min.,"Small, round, white light floated in all directions, increased speed toward NW, now appeared to have lights on it like an airplane",11/20/01,11/10/01,9:35:00,PM,,
11/9/01 9:25,Elon,NC,Circle,3 minutes,"brown dot reflective object hovering, then speeding off to the northwest, elon university.",11/20/01,11/9/01,9:25:00,AM,,
11/5/01 21:25,Glendale,AZ,Circle,5 to 6 Sec.,"UFO Sighting - Glendale, AZ",11/20/01,11/5/01,9:25:00,PM,,
11/3/01 1:30,Chestnutridge,MO,Circle,hours,circles of flashing lights seen over ozark mountains,11/20/01,11/3/01,1:30:00,AM,,
11/1/01 23:00,Fairfield,CA,Circle,3 min.,"Big, round, and glowing white, flipped from one side to the other seeing the black center, and watching it drop gold particules.",5/24/05,11/1/01,11:00:00,PM,,
10/31/01 8:25,Sevierville,TN,Circle,35seconds,Brillant round craft that hoovered in the morning sky in Tennessee...,11/20/01,10/31/01,8:25:00,AM,,
10/29/01 20:00,Lexington,SC,Circle,30 minutes,"Three aircraft hovering in different locations for long period of time. Alternating green, white, red lights.",11/20/01,10/29/01,8:00:00,PM,,
10/20/01 15:00,Terrell,TX,Circle,3min,UFO Outflys Gov Bomber in Terrell Texas,9/28/03,10/20/01,3:00:00,PM,,
10/20/01 13:00,Riyadh/ Saudi Arabia,,Circle,mid night,i have seen a 3 flying objects at the mid night while i was waching the moon. there description or the descreption of the ufo's that i,12/5/01,10/20/01,1:00:00,PM,,
10/18/01 17:51,Fort Payne,AL,Circle,,Hunter with video camera captures round object he's seen before.,11/20/01,10/18/01,5:51:00,PM,,
10/17/01 20:45,Bonita Springs,FL,Circle,5 mins,Large white stobe light over Gulf of Mexico at about 5 miles away- flashed bright green strobe and jumped about 5 miles to the south in,11/20/01,10/17/01,8:45:00,PM,,
10/15/01 20:22,Port Orchard,WA,Circle,.05 seconds,Large blue circular object observed falling at a 45 degree angle in Kitsap County.,11/20/01,10/15/01,8:22:00,PM,,
10/15/01 20:22,Kent,WA,Circle,1 sec.,Green ball of light,11/20/01,10/15/01,8:22:00,PM,,
10/15/01 20:22,Seattle,WA,Circle,5 seconds,i saw a large flaming blue sphere west of seattle,11/20/01,10/15/01,8:22:00,PM,,
10/15/01 20:21,Ferndale,WA,Circle,3 sec,Quick white round ball heading in a east to west downward trend,11/20/01,10/15/01,8:21:00,PM,,
10/15/01 16:30,"Swadlincote, Derbyshire (UK/England)",,Circle,10-20 seconds,"Two objects seen flying over Derbyshire, UK. Both keeping exact pace.",3/19/02,10/15/01,4:30:00,PM,,
10/15/01 10:00,Newport,NC,Circle,an hour or so,Completely black huge circle covered at least a mile,7/16/06,10/15/01,10:00:00,AM,,
10/14/01 19:50,Demming (Canada),NS,Circle,10 to 20 sec,white very brigt just east of mars. about 6 times the size of mars. became brighter and larger. began to fade and then shot off and dis,11/20/01,10/14/01,7:50:00,PM,,
10/14/01 1:30,Gray,TX,Circle,All Night,Moving lights in the sky,11/20/01,10/14/01,1:30:00,AM,,
10/13/01 23:00,West Carrollton,OH,Circle,?,I was taking pictures outside of the Moon because it looked so pretty. I did not see anything with my own eyes. I downloaded the pict,11/20/01,10/13/01,11:00:00,PM,,
10/12/01 1:30,Miami (Kendall),FL,Circle,15-20 min,"On Oct.12,2001 at 1:30am, I witnessed a dark disk over my neighborhood in Miami,Fl.",9/2/05,10/12/01,1:30:00,AM,,
10/10/01 20:35,Hayward,CA,Circle,2/MIN.,FALLING STAR STOPS 'SHOTS OUT DOZENS OF RED POINTS OF LIGHT,11/20/01,10/10/01,8:35:00,PM,,
10/8/01 23:55,Zalka (Lebanon),,Circle,10 minutes,UFO spotted over Lebanon.,10/12/01,10/8/01,11:55:00,PM,,
10/5/01 23:00,Myrtle Beach,SC,Circle,10-15 seconds,"My brother, husband and I were on vacation in the Myrtle Beach area during Oct. of 2001. I was on the balcony looking at the ocean and",3/4/03,10/5/01,11:00:00,PM,,
10/5/01 19:00,Page,AZ,Circle,10-15 min,Red fluxuating light that changed from sphere to doughnut in appearance.,10/12/01,10/5/01,7:00:00,PM,,
10/5/01 13:30,Provo,UT,Circle,15 minutes,White Floating object in Utah County,10/12/01,10/5/01,1:30:00,PM,,
10/4/01 19:00,Barstow,CA,Circle,1 hour,"I was traveling on Interstate 40 at 7:00 when I saw a beautiful sunset of the desert, on vacation on the colorado river, in Needles. I",10/12/01,10/4/01,7:00:00,PM,,
10/3/01 20:15,Wilmington,MA,Circle,2 mins,Circle,10/12/01,10/3/01,8:15:00,PM,,
9/30/01 22:00,Ottawa (Canada),ON,Circle,2-5 minutes,"Bright light and pinwheel pattern appears in the sky,",9/2/05,9/30/01,10:00:00,PM,,
9/30/01 20:00,Lakewood,CO,Circle,5 minutes,"circular craft, bright spokes of color, flickering, moved quickly with great changes in altitude, seemed to cause ""flash lightning.",7/1/02,9/30/01,8:00:00,PM,,
9/26/01 19:35,Thiells,NY,Circle,20 Minutes,was out side and I saw a circular object with blinking red and white lights.,10/12/01,9/26/01,7:35:00,PM,,
9/22/01 18:01,Murfreesboro,TN,Circle,14 Minutes,Light Orange Sphere,10/12/01,9/22/01,6:01:00,PM,,
9/18/01 4:00,Phoenix,AZ,Circle,5 - 10 sec,Bright green object races across the early morning horizon one week after 9/11.,9/29/04,9/18/01,4:00:00,AM,,
9/18/01 1:00,Wayne,MI,Circle,45min.,A round circle of white light split off into 3 circles which rotated around location of original circle every 2 or 3 seconds.,10/12/01,9/18/01,1:00:00,AM,,
9/17/01 1:00,Wilmington,OH,Circle,,"U.F.O when you get the chance to see them you'll never want to forget......

 500 Lights On Object0: Yes",3/31/08,9/17/01,1:00:00,AM,,
9/16/01 22:38,Bonita Springs,FL,Circle,2 hours,I WAS WALKING MY DOG WHEN I LOOKED UP AND I SAW THIS BOLD SHAPE AND THE COLORS WERE RED - BLUE-GREEN. IT WAS HOVERING THE SOUTH WEST SI,10/12/01,9/16/01,10:38:00,PM,,
9/16/01 20:30,Singapore,,Circle,2-8 mins,they have light all round their carft.,8/28/02,9/16/01,8:30:00,PM,,
9/16/01 20:15,New York City,NY,Circle,1 second,"A diving white ball of light, headed North.",10/12/01,9/16/01,8:15:00,PM,,
9/16/01 17:30,Falkirk (UK/Scotland),,Circle,Approx 10 secs,"5.30 PM 16th Sept 2001, clear blue sky, Central Scotland (5 Miles East of Bonnybridge).I was in my back garden sorting some rubbish wit",6/12/02,9/16/01,5:30:00,PM,,
9/15/01 19:30,Seattle,WA,Circle,5-10 minutes,Four circular objects over Seattle.,10/12/01,9/15/01,7:30:00,PM,,
9/15/01 1:25,Mt. Morris,MI,Circle,30 seconds,The object was bright glowing flourescent green ball,10/12/01,9/15/01,1:25:00,AM,,
9/14/01 17:30,Calgary (Canada),AB,Circle,5 min.,Round shiny object with flashing light or revolving in the sunlight crossed behind passenger jet.,10/12/01,9/14/01,5:30:00,PM,,
9/13/01 16:00,Carmichael,CA,Circle,1620,I saw a circular craft .The size Of a dime frrom my hand. There was sun from the west. The object was not vissible to my whife. It wa,10/12/01,9/13/01,4:00:00,PM,,
9/12/01 0:00,Los Angeles,CA,Circle,1 minute or so,3 UFO over Los Angeles,8/12/08,9/12/01,12:00:00,AM,,
9/11/01 22:00,Arlington,MA,Circle,over 2 hours,"2 unidentified objects over Arlington, Ma skies for over 2 hours with military observation.",10/12/01,9/11/01,10:00:00,PM,,
9/11/01 22:00,Fairhaven,MA,Circle,10Seconds,Circular ball of fire racing across the sky on the day america was attacked.,10/12/01,9/11/01,10:00:00,PM,,
9/11/01 20:30,Mesa,AZ,Circle,3minutes,Round object just hovering over homes.,6/5/12,9/11/01,8:30:00,PM,,
9/11/01 20:30,Bolingbrook,IL,Circle,1hr +,At around 19:30 Central time I spotted 2 flashing lights traveling South to North side by side. Within a few minutes of observation the,10/12/01,9/11/01,8:30:00,PM,,
9/11/01 9:00,"Washington, D.C.",DC,Circle,1 min,Small orbs circle the pentagon on Sept 11th,7/16/06,9/11/01,9:00:00,AM,,
9/6/01 10:30,Florence,OR,Circle,30 seconds,Bright red fire ball in front yard,10/12/01,9/6/01,10:30:00,AM,,
9/4/01 20:00,Warren,MI,Circle,15 minutes,circular luminous craft changes shape while being chased by two military jets.,10/12/01,9/4/01,8:00:00,PM,,
9/2/01 8:59,Fort Worth,TX,Circle,15 seconds,"Circular light seen zig-zagging over Ft Worth on Sept. 2nd, 2001",10/12/01,9/2/01,8:59:00,AM,,
8/30/01 19:30,Airway Heights,WA,Circle,10 minutes,"Circular object with rotating lights, moving south.",10/12/01,8/30/01,7:30:00,PM,,
8/27/01 20:30,Danbury,CT,Circle,45 sec,Multiple flashing white lights...,10/12/01,8/27/01,8:30:00,PM,,
8/27/01 5:30,Fairbanks,AK,Circle,10min+,"Extremely bright light circle with vapor release, accompanied by small less bright lights above Fairbanks, AK",10/12/01,8/27/01,5:30:00,AM,,
8/25/01 21:00,Wenatchee,WA,Circle,5-15 seconds,"Green, circular object moving from NW to NE across the Western Hemispere night sky, being visible for 5-15 seconds",10/12/01,8/25/01,9:00:00,PM,,
8/25/01 21:00,Lorane,OR,Circle,90 sec.,"Round glowing blue object moving very fast, changing directions twice",10/12/01,8/25/01,9:00:00,PM,,
8/24/01 23:50,London (UK/England),,Circle,6 seconds,"round orange objects over london, england",12/5/01,8/24/01,11:50:00,PM,,
8/24/01 4:15,Noida (India),,Circle,25 sec. approx,"it was bright like a star,and yes it was brighter than the other objects around",10/12/01,8/24/01,4:15:00,AM,,
8/20/01 23:30,Bremerton,WA,Circle,10-15 min,"As we looked toward south Seattle, there was a single bright white light moving in erratic patterns (small circles) and various speeds",10/12/01,8/20/01,11:30:00,PM,,
8/20/01 22:30,Mastic (Long Island),NY,Circle,15mi,i was out one night having a catch with my friend when he had said he saw a shooting star i didnt think nothing of it until he kept say,11/20/01,8/20/01,10:30:00,PM,,
8/20/01 1:20,Calahonda (Spain),,Circle,15 seconds,Lights zig-zaging,10/12/01,8/20/01,1:20:00,AM,,
8/18/01 22:30,Barnum,MN,Circle,5 minutes,BRIGHT CIRCULAR UFO THAT HOVERS OVER CARLTON COUNTY MINNESOTA,9/19/02,8/18/01,10:30:00,PM,,
8/17/01 21:10,Boone,NC,Circle,10 minutes,"Circle of lights over BOONE, NC",10/12/01,8/17/01,9:10:00,PM,,
8/12/01 18:40,West Hollywood,CA,Circle,"20 minutes, but same even","Large Circular white crafts in SE sky N. Hollywood - W.Hollywood flying high, possibly in the sky for hours 4:00 to 7:30.",8/20/01,8/12/01,6:40:00,PM,,
8/12/01 2:40,Stoke-on-Trent (UK/England),,Circle,bentilee,VERY BIG UFO ROUNDISH AND UNEXSPECTED ROUNDISH COLOURD LIGHTS (IN BEAMS),12/9/03,8/12/01,2:40:00,AM,,
8/8/01 22:23,Shoreline,WA,Circle,20 seconds,"Light grey, no lights, traveling fast and low, small in size, silent, steady path, illuminated by city lights on bottom.",8/12/01,8/8/01,10:23:00,PM,,
8/6/01 23:00,Lincoln,WA,Circle,60-90 seconds,"Bright object changes color, velocity, altitude and trajectory in East Washington night sky.",8/20/01,8/6/01,11:00:00,PM,,
8/4/01 16:00,Wheaton,IL,Circle,1-2 min.,"white/silver circle at first stationary, then rising in altitude rapidly until no longer visible",8/12/01,8/4/01,4:00:00,PM,,
8/3/01 18:00,Woodinville,WA,Circle,10 to 15 seconds,"Saw 6 white, round objects in the sky in 2 formations of 3 each.",8/12/01,8/3/01,6:00:00,PM,,
8/3/01 9:19,Beaverton,OR,Circle,90 seconds,"Dark circle, or Dot at about 1,000 ft. moving due South to North, at small plane speed at 09:19, with a bizzare field that shimmered...",8/5/01,8/3/01,9:19:00,AM,,
